id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.region,children_count.district,children_count.county,children_count.subcounty,zip_codes,geo.lat,geo.lon
UG308801,3,County,County,Pian,Pian,pian-ug308801,UG308801,,UG3088,Nabilatuk,Nabilatuk,,,,4,,2.038,34.586
UG3089,2,District,District,Nakapiripirit,Nakapiripirit,nakapiripirit-ug3089,UG3089,,UG3,Northern,Northern,,,1,5,,1.847,34.639
UG308901,3,County,County,Chekwi,Chekwi,chekwi-ug308901,UG308901,,UG3089,Nakapiripirit,Nakapiripirit,,,,5,,1.847,34.639
UG3090,2,District,District,Napak,Napak,napak-ug3090,UG3090,,UG3,Northern,Northern,,,1,8,,2.395,34.26
UG309001,3,County,County,Bokora,Bokora,bokora-ug309001,UG309001,,UG3090,Napak,Napak,,,,8,,2.395,34.26
UG3091,2,District,District,Nebbi,Nebbi,nebbi-ug3091,UG3091,,UG3,Northern,Northern,,,2,11,,2.433,31.163
UG309101,3,County,County,Nebbi Municipality,Nebbi Municipality,nebbi-municipality-ug309101,UG309101,,UG3091,Nebbi,Nebbi,,,,3,,2.477,31.085
UG309102,3,County,County,Padyere,Padyere,padyere-ug309102,UG309102,,UG3091,Nebbi,Nebbi,,,,8,,2.433,31.191
UG3092,2,District,District,Nwoya,Nwoya,nwoya-ug3092,UG3092,,UG3,Northern,Northern,,,1,8,,2.526,31.872
UG309201,3,County,County,Nwoya,Nwoya,nwoya-ug309201,UG309201,,UG3092,Nwoya,Nwoya,,,,8,,2.526,31.872
UG3093,2,District,District,Obongi,Obongi,obongi-ug3093,UG3093,,UG3,Northern,Northern,,,1,4,,3.364,31.537
UG309301,3,County,County,Obongi,Obongi,obongi-ug309301,UG309301,,UG3093,Obongi,Obongi,,,,4,,3.364,31.537
UG3094,2,District,District,Omoro,Omoro,omoro-ug3094,UG3094,,UG3,Northern,Northern,,,1,7,,2.645,32.498
UG309401,3,County,County,Omoro,Omoro,omoro-ug309401,UG309401,,UG3094,Omoro,Omoro,,,,7,,2.645,32.498
UG3095,2,District,District,Otuke,Otuke,otuke-ug3095,UG3095,,UG3,Northern,Northern,,,1,8,,2.476,33.383
UG309501,3,County,County,Otuke,Otuke,otuke-ug309501,UG309501,,UG3095,Otuke,Otuke,,,,8,,2.476,33.383
UG3096,2,District,District,Oyam,Oyam,oyam-ug3096,UG3096,,UG3,Northern,Northern,,,1,12,,2.346,32.424
UG309601,3,County,County,Oyam,Oyam,oyam-ug309601,UG309601,,UG3096,Oyam,Oyam,,,,12,,2.346,32.424
UG3097,2,District,District,Pader,Pader,pader-ug3097,UG3097,,UG3,Northern,Northern,,,1,12,,2.887,32.913
UG309701,3,County,County,Aruu,Aruu,aruu-ug309701,UG309701,,UG3097,Pader,Pader,,,,12,,2.887,32.913
UG3098,2,District,District,Pakwach,Pakwach,pakwach-ug3098,UG3098,,UG3,Northern,Northern,,,1,6,,2.465,31.396
UG309801,3,County,County,Jonam,Jonam,jonam-ug309801,UG309801,,UG3098,Pakwach,Pakwach,,,,6,,2.465,31.396
UG3099,2,District,District,Yumbe,Yumbe,yumbe-ug3099,UG3099,,UG3,Northern,Northern,,,1,13,,3.488,31.285
UG309901,3,County,County,Aringa,Aringa,aringa-ug309901,UG309901,,UG3099,Yumbe,Yumbe,,,,13,,3.488,31.285
UG3100,2,District,District,Zombo,Zombo,zombo-ug3100,UG3100,,UG3,Northern,Northern,,,1,13,,2.52,30.875
UG310001,3,County,County,Okoro,Okoro,okoro-ug310001,UG310001,,UG3100,Zombo,Zombo,,,,13,,2.52,30.875
UG4,1,Region,Region,Western,Western,western-ug4,UG4,,,,,,35,54,459,,0.444,30.526
UG4101,2,District,District,Buhweju,Buhweju,buhweju-ug4101,UG4101,,UG4,Western,Western,,,1,8,,-0.323,30.348
UG410101,3,County,County,Buhweju,Buhweju,buhweju-ug410101,UG410101,,UG4101,Buhweju,Buhweju,,,,8,,-0.323,30.348
UG4102,2,District,District,Buliisa,Buliisa,buliisa-ug4102,UG4102,,UG4,Western,Western,,,1,7,,1.974,31.383
UG410201,3,County,County,Buliisa,Buliisa,buliisa-ug410201,UG410201,,UG4102,Buliisa,Buliisa,,,,7,,1.974,31.383
UG4103,2,District,District,Bundibugyo,Bundibugyo,bundibugyo-ug4103,UG4103,,UG4,Western,Western,,,2,24,,0.647,30.042
UG410301,3,County,County,Bughendera,Bughendera,bughendera-ug410301,UG410301,,UG4103,Bundibugyo,Bundibugyo,,,,12,,0.647,30.084
UG410302,3,County,County,Bwamba,Bwamba,bwamba-ug410302,UG410302,,UG4103,Bundibugyo,Bundibugyo,,,,12,,0.739,30.043
UG4104,2,District,District,Bunyangabu,Bunyangabu,bunyangabu-ug4104,UG4104,,UG4,Western,Western,,,1,12,,0.48,30.202
UG410401,3,County,County,Bunyangabu,Bunyangabu,bunyangabu-ug410401,UG410401,,UG4104,Bunyangabu,Bunyangabu,,,,12,,0.48,30.202
UG4105,2,District,District,Bushenyi,Bushenyi,bushenyi-ug4105,UG4105,,UG4,Western,Western,,,2,14,,-0.475,30.171
UG410501,3,County,County,Bushenyi Municipality,Bushenyi Municipality,bushenyi-municipality-ug410501,UG410501,,UG4105,Bushenyi,Bushenyi,,,,3,,-0.54,30.176
UG410502,3,County,County,Igara,Igara,igara-ug410502,UG410502,,UG4105,Bushenyi,Bushenyi,,,,11,,-0.475,30.171
UG4106,2,District,District,Hoima,Hoima,hoima-ug4106,UG4106,,UG4,Western,Western,,,2,10,,1.564,31.149
UG410601,3,County,County,Bugahya,Bugahya,bugahya-ug410601,UG410601,,UG4106,Hoima,Hoima,,,,6,,1.564,31.149
UG410602,3,County,County,Hoima Municipality,Hoima Municipality,hoima-municipality-ug410602,UG410602,,UG4106,Hoima,Hoima,,,,4,,1.436,31.355
UG4107,2,District,District,Ibanda,Ibanda,ibanda-ug4107,UG4107,,UG4,Western,Western,,,2,15,,-0.062,30.492
UG410701,3,County,County,Ibanda,Ibanda,ibanda-ug410701,UG410701,,UG4107,Ibanda,Ibanda,,,,12,,-0.201,30.412
UG410702,3,County,County,Ibanda Municipality,Ibanda Municipality,ibanda-municipality-ug410702,UG410702,,UG4107,Ibanda,Ibanda,,,,3,,-0.11,30.496
UG4108,2,District,District,Isingiro,Isingiro,isingiro-ug4108,UG4108,,UG4,Western,Western,,,2,19,,-0.839,30.931
UG410801,3,County,County,Bukanga,Bukanga,bukanga-ug410801,UG410801,,UG4108,Isingiro,Isingiro,,,,8,,-0.836,31.05
UG410802,3,County,County,Isingiro,Isingiro,isingiro-ug410802,UG410802,,UG4108,Isingiro,Isingiro,,,,11,,-0.839,30.724
UG4109,2,District,District,Kabale,Kabale,kabale-ug4109,UG4109,,UG4,Western,Western,,,2,13,,-1.336,30.037
UG410901,3,County,County,Kabale Municipality,Kabale Municipality,kabale-municipality-ug410901,UG410901,,UG4109,Kabale,Kabale,,,,3,,-1.267,29.989
UG410902,3,County,County,Ndorwa,Ndorwa,ndorwa-ug410902,UG410902,,UG4109,Kabale,Kabale,,,,10,,-1.336,30.037
UG4110,2,District,District,Kabarole,Kabarole,kabarole-ug4110,UG4110,,UG4,Western,Western,,,2,18,,0.621,30.268
UG411001,3,County,County,Burahya,Burahya,burahya-ug411001,UG411001,,UG4110,Kabarole,Kabarole,,,,15,,0.621,30.188
UG411002,3,County,County,Fort Portal Municipality,Fort Portal Municipality,fort-portal-municipality-ug411002,UG411002,,UG4110,Kabarole,Kabarole,,,,3,,0.654,30.285
UG4111,2,District,District,Kagadi,Kagadi,kagadi-ug4111,UG4111,,UG4,Western,Western,,,1,19,,1.02,30.832
UG411101,3,County,County,Buyaga,Buyaga,buyaga-ug411101,UG411101,,UG4111,Kagadi,Kagadi,,,,19,,1.02,30.832
UG4112,2,District,District,Kakumiro,Kakumiro,kakumiro-ug4112,UG4112,,UG4,Western,Western,,,1,14,,0.961,31.291
UG411201,3,County,County,Bugangaizi,Bugangaizi,bugangaizi-ug411201,UG411201,,UG4112,Kakumiro,Kakumiro,,,,14,,0.961,31.291
UG4113,2,District,District,Kamwenge,Kamwenge,kamwenge-ug4113,UG4113,,UG4,Western,Western,,,1,11,,0.334,30.614
UG411301,3,County,County,Kibale,Kibale,kibale-ug411301,UG411301,,UG4113,Kamwenge,Kamwenge,,,,11,,0.334,30.614
UG4114,2,District,District,Kanungu,Kanungu,kanungu-ug4114,UG4114,,UG4,Western,Western,,,1,17,,-0.708,29.714
UG411401,3,County,County,Kinkizi,Kinkizi,kinkizi-ug411401,UG411401,,UG4114,Kanungu,Kanungu,,,,17,,-0.708,29.714
UG4115,2,District,District,Kasese,Kasese,kasese-ug4115,UG4115,,UG4,Western,Western,,,3,32,,0.136,30.008
UG411501,3,County,County,Bukonjo,Bukonjo,bukonjo-ug411501,UG411501,,UG4115,Kasese,Kasese,,,,15,,0.07,29.832
UG411502,3,County,County,Busongora,Busongora,busongora-ug411502,UG411502,,UG4115,Kasese,Kasese,,,,14,,0.136,30.166
UG411503,3,County,County,Kasese Municipality,Kasese Municipality,kasese-municipality-ug411503,UG411503,,UG4115,Kasese,Kasese,,,,3,,0.218,30.112
UG4116,2,District,District,Kazo,Kazo,kazo-ug4116,UG4116,,UG4,Western,Western,,,1,8,,0.024,30.752
UG411601,3,County,County,Kazo,Kazo,kazo-ug411601,UG411601,,UG4116,Kazo,Kazo,,,,8,,0.024,30.752
UG4117,2,District,District,Kibaale,Kibaale,kibaale-ug4117,UG4117,,UG4,Western,Western,,,1,11,,0.821,31.027
UG411701,3,County,County,Buyanja,Buyanja,buyanja-ug411701,UG411701,,UG4117,Kibaale,Kibaale,,,,11,,0.821,31.027
UG4118,2,District,District,Kikuube,Kikuube,kikuube-ug4118,UG4118,,UG4,Western,Western,,,1,7,,1.308,31.001
UG411801,3,County,County,Buhaguzi,Buhaguzi,buhaguzi-ug411801,UG411801,,UG4118,Kikuube,Kikuube,,,,7,,1.308,31.001
UG4119,2,District,District,Kiruhura,Kiruhura,kiruhura-ug4119,UG4119,,UG4,Western,Western,,,1,10,,-0.327,30.873
UG411901,3,County,County,Nyabushozi,Nyabushozi,nyabushozi-ug411901,UG411901,,UG4119,Kiruhura,Kiruhura,,,,10,,-0.327,30.873
UG4120,2,District,District,Kiryandongo,Kiryandongo,kiryandongo-ug4120,UG4120,,UG4,Western,Western,,,1,7,,1.991,32.051
UG412001,3,County,County,Kibanda,Kibanda,kibanda-ug412001,UG412001,,UG4120,Kiryandongo,Kiryandongo,,,,7,,1.991,32.051
UG4121,2,District,District,Kisoro,Kisoro,kisoro-ug4121,UG4121,,UG4,Western,Western,,,2,17,,-1.198,29.669
UG412101,3,County,County,Bufumbira,Bufumbira,bufumbira-ug412101,UG412101,,UG4121,Kisoro,Kisoro,,,,14,,-1.198,29.669
UG412102,3,County,County,Kisoro Municipality,Kisoro Municipality,kisoro-municipality-ug412102,UG412102,,UG4121,Kisoro,Kisoro,,,,3,,-1.277,29.691
UG4122,2,District,District,Kitagwenda,Kitagwenda,kitagwenda-ug4122,UG4122,,UG4,Western,Western,,,1,7,,0.014,30.324
UG412201,3,County,County,Kitagwenda,Kitagwenda,kitagwenda-ug412201,UG412201,,UG4122,Kitagwenda,Kitagwenda,,,,7,,0.014,30.324
UG4123,2,District,District,Kyegegwa,Kyegegwa,kyegegwa-ug4123,UG4123,,UG4,Western,Western,,,1,9,,0.478,31.001
UG412301,3,County,County,Kyaka,Kyaka,kyaka-ug412301,UG412301,,UG4123,Kyegegwa,Kyegegwa,,,,9,,0.478,31.001
UG4124,2,District,District,Kyenjojo,Kyenjojo,kyenjojo-ug4124,UG4124,,UG4,Western,Western,,,1,20,,0.643,30.659
UG412401,3,County,County,Mwenge,Mwenge,mwenge-ug412401,UG412401,,UG4124,Kyenjojo,Kyenjojo,,,,20,,0.643,30.659
UG4125,2,District,District,Masindi,Masindi,masindi-ug4125,UG4125,,UG4,Western,Western,,,3,9,,1.812,31.737
UG412501,3,County,County,Bujenje,Bujenje,bujenje-ug412501,UG412501,,UG4125,Masindi,Masindi,,,,3,,1.52,31.592
UG412502,3,County,County,Buruuli,Buruuli,buruuli-ug412502,UG412502,,UG4125,Masindi,Masindi,,,,2,,1.551,31.876
UG412503,3,County,County,Masindi Municipality,Masindi Municipality,masindi-municipality-ug412503,UG412503,,UG4125,Masindi,Masindi,,,,4,,1.678,31.703
UG4126,2,District,District,Mbarara,Mbarara,mbarara-ug4126,UG4126,,UG4,Western,Western,,,2,13,,-0.487,30.628
UG412601,3,County,County,Kashari,Kashari,kashari-ug412601,UG412601,,UG4126,Mbarara,Mbarara,,,,10,,-0.487,30.628
UG412602,3,County,County,Mbarara Municipality,Mbarara Municipality,mbarara-municipality-ug412602,UG412602,,UG4126,Mbarara,Mbarara,,,,3,,-0.612,30.658
UG4127,2,District,District,Mitooma,Mitooma,mitooma-ug4127,UG4127,,UG4,Western,Western,,,1,12,,-0.609,30.008
UG412701,3,County,County,Ruhinda,Ruhinda,ruhinda-ug412701,UG412701,,UG4127,Mitooma,Mitooma,,,,12,,-0.609,30.008
UG4128,2,District,District,Ntoroko,Ntoroko,ntoroko-ug4128,UG4128,,UG4,Western,Western,,,1,10,,0.99,30.387
UG412801,3,County,County,Ntoroko,Ntoroko,ntoroko-ug412801,UG412801,,UG4128,Ntoroko,Ntoroko,,,,10,,0.99,30.387
UG4129,2,District,District,Ntungamo,Ntungamo,ntungamo-ug4129,UG4129,,UG4,Western,Western,,,4,24,,-0.956,30.3
UG412901,3,County,County,Kajara,Kajara,kajara-ug412901,UG412901,,UG4129,Ntungamo,Ntungamo,,,,7,,-0.831,30.13
UG412902,3,County,County,Ntungamo Municipality,Ntungamo Municipality,ntungamo-municipality-ug412902,UG412902,,UG4129,Ntungamo,Ntungamo,,,,3,,-0.873,30.274
UG412903,3,County,County,Ruhaama,Ruhaama,ruhaama-ug412903,UG412903,,UG4129,Ntungamo,Ntungamo,,,,9,,-0.893,30.448
UG412904,3,County,County,Rushenyi,Rushenyi,rushenyi-ug412904,UG412904,,UG4129,Ntungamo,Ntungamo,,,,5,,-1.04,30.169
UG4130,2,District,District,Rubanda,Rubanda,rubanda-ug4130,UG4130,,UG4,Western,Western,,,1,9,,-1.175,29.9
UG413001,3,County,County,Rubanda,Rubanda,rubanda-ug413001,UG413001,,UG4130,Rubanda,Rubanda,,,,9,,-1.175,29.9
UG4131,2,District,District,Rubirizi,Rubirizi,rubirizi-ug4131,UG4131,,UG4,Western,Western,,,1,11,,-0.261,29.952
UG413101,3,County,County,Bunyaruguru,Bunyaruguru,bunyaruguru-ug413101,UG413101,,UG4131,Rubirizi,Rubirizi,,,,11,,-0.261,29.952
UG4132,2,District,District,Rukiga,Rukiga,rukiga-ug4132,UG4132,,UG4,Western,Western,,,1,6,,-1.147,30.055
UG413201,3,County,County,Rukiga,Rukiga,rukiga-ug413201,UG413201,,UG4132,Rukiga,Rukiga,,,,6,,-1.147,30.055
UG4133,2,District,District,Rukungiri,Rukungiri,rukungiri-ug4133,UG4133,,UG4,Western,Western,,,3,16,,-0.699,29.891
UG413301,3,County,County,Bujumbura,Bujumbura,bujumbura-ug413301,UG413301,,UG4133,Rukungiri,Rukungiri,,,,7,,-0.611,29.812
UG413302,3,County,County,Rubabo,Rubabo,rubabo-ug413302,UG413302,,UG4133,Rukungiri,Rukungiri,,,,6,,-0.918,29.949
UG413303,3,County,County,Rukungiri Municipality,Rukungiri Municipality,rukungiri-municipality-ug413303,UG413303,,UG4133,Rukungiri,Rukungiri,,,,3,,-0.79,29.94
UG4134,2,District,District,Rwampara,Rwampara,rwampara-ug4134,UG4134,,UG4,Western,Western,,,1,5,,-0.735,30.461
UG413401,3,County,County,Rwampara,Rwampara,rwampara-ug413401,UG413401,,UG4134,Rwampara,Rwampara,,,,5,,-0.735,30.461
UG4135,2,District,District,Sheema,Sheema,sheema-ug4135,UG4135,,UG4,Western,Western,,,2,15,,-0.595,30.373
UG413501,3,County,County,Sheema,Sheema,sheema-ug413501,UG413501,,UG4135,Sheema,Sheema,,,,11,,-0.691,30.251
UG413502,3,County,County,Sheema Municipality,Sheema Municipality,sheema-municipality-ug413502,UG413502,,UG4135,Sheema,Sheema,,,,4,,-0.604,30.37
